id,timestamp,team1Name,team2Name,score,referees,linesmen,coachTeam1,coachTeam2,shotsPeriod1Team1,shotsPeriod1Team2,shotsPeriod2Team1,shotsPeriod2Team2,shotsPeriod3Team1,shotsPeriod3Team2,shotsOnGoalPeriod1Team1,shotsOnGoalPeriod1Team2,shotsOnGoalPeriod2Team1,shotsOnGoalPeriod2Team2,shotsOnGoalPeriod3Team1,shotsOnGoalPeriod3Team2,shotsOnGoalOvertimeTeam1,shotsOnGoalOvertimeTeam2,blockedShotsPeriod1Team1,blockedShotsPeriod1Team2,blockedShotsPeriod2Team1,blockedShotsPeriod2Team2,blockedShotsPeriod3Team1,blockedShotsPeriod3Team2,hitsPeriod1Team1,hitsPeriod1Team2,hitsPeriod2Team1,hitsPeriod2Team2,hitsPeriod3Team1,hitsPeriod3Team2,faceoffsWonPeriod1Team1,faceoffsWonPeriod1Team2,faceoffsWonPeriod2Team1,faceoffsWonPeriod2Team2,faceoffsWonPeriod3Team1,faceoffsWonPeriod3Team2,powerplayTimesTeam1,powerplayTimesTeam2,powerplayScoredTimesTeam1,powerplayScoredTimesTeam2,penaltykillTimesTeam1,penaltykillTimesTeam2,penaltykillAgainstTimesTeam1,penaltykillAgainstTimesTeam2,scored5vs5Team1,scored5vs5Team2,against5vs5Team1,against5vs5Team2,url
660,08.01.2016,Медвешчак,Спартак,1:1 0:1 0:0,"Главные судьи: Денис Наумов, Юрий Оскирко","Линейные судьи: Евгений Пронских, Алексей Майтак",Тренер: Горди Дуайер,Тренер: Герман Титов,17.0,16.0,13.0,22.0,14.0,23.0,10,10,6,9,8,12,0.0,0.0,0,4,4,7,1,6,4,4,2,3,4,1,7.0,11.0,9.0,15.0,11.0,12.0,7,5,2,0,5,7,0,2,0,1,1,0,http://www.khl.ru/game/309/46559/protocol/
666,10.01.2016,Сибирь,Металлург Мг,1:0 0:1 1:5,"Главные судьи: Павел Комаров, Алексей Раводин","Линейные судьи: Константин Горденко, Александр Сысуев",Тренер: Андрей Скабелка,Тренер: Илья Воробьёв,12.0,24.0,17.0,28.0,14.0,27.0,8,15,10,15,11,21,0.0,0.0,7,4,7,3,2,2,12,8,6,2,3,6,8.0,8.0,9.0,5.0,13.0,13.0,4,3,2,1,3,4,1,2,5,0,0,5,http://www.khl.ru/game/309/46565/protocol/
659,08.01.2016,ЦСКА,СКА,0:2 2:0 2:0,"Главные судьи: Алексей Анисимов, Роман Гофман","Линейные судьи: Дмитрий Сивов, Роман Шиханов",Тренер: Дмитрий Квартальнов,Тренер: Сергей Зубов,12.0,24.0,39.0,11.0,21.0,18.0,5,11,21,4,13,8,0.0,0.0,10,5,2,6,6,4,9,5,4,9,5,9,9.0,13.0,14.0,3.0,11.0,4.0,6,3,1,0,3,6,0,1,4,1,1,4,http://www.khl.ru/game/309/46555/protocol/
664,10.01.2016,Адмирал,Трактор,1:1 2:1 0:1 1:0,"Главные судьи: Анатолий Захаров, Александр Сергеев","Линейные судьи: Андрей Матюша, Иван Сазонов",Тренер: Александр Андриевский,Тренер: Анвар Гатиятулин,19.0,18.0,18.0,11.0,14.0,14.0,12,11,9,4,8,6,1,0,0,3,2,4,3,2,5,9,3,5,5,4,8.0,15.0,20.0,5.0,7.0,10.0,3,6,2,3,6,3,3,2,1,1,1,1,http://www.khl.ru/game/309/46563/protocol/
665,10.01.2016,Металлург Нк,Салават Юлаев,0:3 1:1 0:1,"Главные судьи: Сергей Кулаков, Денис Наумов","Линейные судьи: Александр Садовников, Роман Шиханов",Тренер: Николай Соловьёв,Тренер: Игорь Захаркин,18.0,14.0,13.0,22.0,30.0,11.0,7,7,13,11,21,10,0.0,0.0,2,4,4,1,2,6,6,6,7,6,3,2,12.0,5.0,12.0,11.0,14.0,9.0,4,5,1,0,5,4,0,1,4,1,1,4,http://www.khl.ru/game/309/46564/protocol/
656,08.01.2016,Динамо Мн,Локомотив,0:0 0:0 1:0,"Главные судьи: Владимир Букин, Александр Соин","Линейные судьи: Александр Захаренков, Сергей Шелянин",Тренер: Андрей Ковалёв,Тренер: Алексей Кудашов,23.0,16.0,6.0,26.0,8.0,18.0,10,7,4,12,6,12,0.0,0.0,0,4,8,0,1,0,4,3,3,4,3,0,15.0,7.0,7.0,6.0,12.0,12.0,1,2,0,0,2,1,0,0,1,0,0,1,http://www.khl.ru/game/309/46558/protocol/
651,08.01.2016,Амур,Трактор,4:0 1:2 0:1,"Главные судьи: Михаил Бутурлин, Виктор Гашилов","Линейные судьи: Яков Палей, Станислав Раминг",Тренер: Андрей Николишин,Тренер: Анвар Гатиятулин,14.0,32.0,20.0,21.0,16.0,14.0,10,22,12,15,11,6,0.0,0.0,6,3,4,5,6,2,6,11,3,7,8,5,5.0,13.0,11.0,10.0,10.0,11.0,2,3,0,0,3,2,0,0,5,3,3,5,http://www.khl.ru/game/309/46550/protocol/
655,08.01.2016,Витязь,Динамо Р,1:1 0:0 0:2,"Главные судьи: Рафаэль Кадыров, Павел Комаров","Линейные судьи: Торнике Кучава, Никита Новиков",Тренер: Равиль Якубов,Тренер: Нормундс Сейейс,18.0,15.0,18.0,18.0,16.0,21.0,11,11,11,11,9,14,0.0,0.0,4,4,4,6,2,3,9,8,6,10,0,5,9.0,12.0,11.0,12.0,8.0,13.0,4,5,0,0,5,4,0,0,3,1,1,3,http://www.khl.ru/game/309/46556/protocol/
657,08.01.2016,Йокерит,Динамо Мск,1:0 1:1 0:1 0:0 0:1,"Главные судьи: Эдуард Одиньш, Константин Оленин","Линейные судьи: Константин Горденко, Александр Сысуев",Тренер: Эркка Вестерлунд,Тренер: Сергей Орешкин,21.0,18.0,8.0,16.0,15.0,13.0,13,10,4,12,11,8,1,0,3,3,1,2,4,3,6,5,5,6,6,1,11.0,11.0,12.0,8.0,11.0,6.0,2,7,1,1,7,2,1,1,1,1,1,1,http://www.khl.ru/game/309/46554/protocol/
658,08.01.2016,Торпедо,ХК Сочи,3:1 1:0 1:0,"Главные судьи: Максим Сидоренко, Антти Боман","Линейные судьи: Глеб Лазарев, Дмитрий Головлёв",Тренер: Петерис Скудра,Тренер: Вячеслав Буцаев,23.0,13.0,16.0,14.0,15.0,20.0,13,6,10,10,6,13,0.0,0.0,4,7,0,3,3,3,6,11,7,6,3,5,17.0,3.0,8.0,14.0,16.0,10.0,2,3,1,0,3,2,0,1,3,1,1,3,http://www.khl.ru/game/309/46557/protocol/
654,08.01.2016,Сибирь,Салават Юлаев,0:2 2:0 2:2 0:0 1:0,"Главные судьи: Вячеслав Буланов, Алексей Васильев","Линейные судьи: Пётр Алёшин, Юрий Иванов",Тренер: Андрей Скабелка,Тренер: Игорь Захаркин,17.0,30.0,22.0,10.0,20.0,17.0,7,20,12,5,17,10,1,5,5,3,1,3,2,1,8,11,7,4,5,7,4.0,11.0,9.0,7.0,10.0,14.0,3,3,1,1,3,3,1,1,3,3,3,3,http://www.khl.ru/game/309/46553/protocol/
653,08.01.2016,Металлург Нк,Металлург Мг,0:1 0:2 3:4,"Главные судьи: Сергей Гусев, Антонин Йерабек","Линейные судьи: Сергей Мисюрь, Александр Садовников",Тренер: Николай Соловьёв,Тренер: Илья Воробьёв,28.0,18.0,17.0,26.0,19.0,15.0,17,9,7,19,13,10,0.0,0.0,6,5,4,3,3,3,6,8,4,7,5,8,13.0,6.0,4.0,12.0,9.0,10.0,6,4,1,0,4,6,0,1,5,3,3,5,http://www.khl.ru/game/309/46552/protocol/
652,08.01.2016,Адмирал,Нефтехимик,0:0 2:1 1:0,"Главные судьи: Евгений Гамалей, Александр Сергеев","Линейные судьи: Андрей Матюша, Иван Сазонов",Тренер: Александр Андриевский,Тренер: Владимир Крикунов,15.0,18.0,18.0,22.0,17.0,20.0,7,8,11,13,8,12,0.0,0.0,6,3,3,4,4,2,4,5,1,5,2,4,11.0,11.0,12.0,11.0,14.0,8.0,4,2,2,0,2,4,0,2,1,1,1,1,http://www.khl.ru/game/309/46551/protocol/
642,06.01.2016,Северсталь,ХК Сочи,1:0 1:0 0:2 0:0 1:0,"Главные судьи: Анатолий Захаров, Александр Соин","Линейные судьи: Степан Коршак, Александр Чернышёв",Тренер: Дмитрий Юшкевич,Тренер: Вячеслав Буцаев,17.0,12.0,20.0,15.0,16.0,16.0,10,7,15,6,10,9,1,8,4,4,4,2,4,3,2,1,3,2,1,3,7.0,11.0,9.0,5.0,6.0,14.0,4,4,0,0,4,4,0,0,2,2,2,2,http://www.khl.ru/game/309/46541/protocol/
650,07.01.2016,Авангард,Автомобилист,2:0 0:0 1:0,"Главные судьи: Ильдар Сафиуллов, Денис Бондарь","Линейные судьи: Максим Берсенёв, Евгений Юдин",Тренер: Евгений Корноухов,Тренер: Андрей Разин,18.0,17.0,15.0,12.0,13.0,12.0,13,10,6,7,8,8,0.0,0.0,3,4,3,4,1,1,4,3,4,5,1,6,14.0,6.0,11.0,5.0,9.0,10.0,3,4,1,0,4,3,0,1,2,0,0,2,http://www.khl.ru/game/309/46549/protocol/
649,06.01.2016,Динамо Р,Медвешчак,0:1 0:1 2:3,"Главные судьи: Максим Сидоренко, Алексей Раводин","Линейные судьи: Яков Палей, Станислав Раминг",Тренер: Кари Хейккиля,Тренер: Горди Дуайер,14.0,23.0,12.0,17.0,22.0,16.0,9,14,7,10,10,8,0.0,0.0,4,4,3,2,1,6,5,4,6,5,1,4,9.0,14.0,6.0,10.0,10.0,13.0,4,8,0,0,8,4,0,0,5,2,2,5,http://www.khl.ru/game/309/46548/protocol/
643,06.01.2016,Витязь,СКА,2:0 0:2 0:2,"Главные судьи: Антти Боман, Александр Сергеев","Линейные судьи: Александр Захаренков, Сергей Шелянин",Тренер: Равиль Якубов,Тренер: Сергей Зубов,12.0,18.0,8.0,34.0,15.0,23.0,9,14,5,22,11,16,0.0,0.0,1,2,8,1,3,2,8,8,4,5,6,5,8.0,13.0,14.0,6.0,7.0,11.0,4,5,1,1,5,4,1,1,3,1,1,3,http://www.khl.ru/game/309/46542/protocol/
647,06.01.2016,Торпедо,Ак Барс,0:0 0:1 2:1 0:0 1:0,"Главные судьи: Сергей Кулаков, Эдуард Одиньш","Линейные судьи: Александр Сироткин, Эдуард Метальников",Тренер: Петерис Скудра,Тренер: Зинэтула Билялетдинов,11.0,15.0,16.0,7.0,14.0,17.0,7,12,9,6,8,9,1,1,2,2,1,2,1,1,2,4,3,9,0,3,11.0,7.0,11.0,8.0,11.0,15.0,2,3,1,0,3,2,0,1,1,1,1,1,http://www.khl.ru/game/309/46543/protocol/
646,06.01.2016,Слован,Йокерит,1:0 1:1 2:1,"Главные судьи: Сергей Беляев, Денис Наумов","Линейные судьи: Дмитрий Головлёв, Глеб Лазарев",Тренер: Милош Ржига,Тренер: Эркка Вестерлунд,12.0,21.0,17.0,20.0,15.0,19.0,11,10,5,10,10,9,0.0,0.0,7,2,3,6,5,4,3,3,5,2,0,4,8.0,11.0,10.0,13.0,8.0,9.0,6,3,0,0,3,6,0,0,4,2,2,4,http://www.khl.ru/game/309/46545/protocol/
644,06.01.2016,Динамо Мн,Лада,1:0 1:2 0:0 0:0 0:1,"Главные судьи: Артур Кулёв, Юрий Цыплаков","Линейные судьи: Александр Нестеров, Иван Сазонов",Тренер: Андрей Ковалёв,Тренер: Артис Аболс,18.0,11.0,17.0,20.0,9.0,11.0,8,8,12,10,5,7,4,1,1,4,4,2,2,3,1,6,2,4,2,3,8.0,10.0,17.0,5.0,11.0,3.0,1,4,1,1,4,1,1,1,1,1,1,1,http://www.khl.ru/game/309/46544/protocol/
648,06.01.2016,ЦСКА,Локомотив,3:0 1:0 0:0,"Главные судьи: Владислав Киселёв, Константин Оленин","Линейные судьи: Константин Горденко, Александр Сысуев",Тренер: Дмитрий Квартальнов,Тренер: Алексей Кудашов,17.0,22.0,26.0,18.0,18.0,17.0,11,10,13,8,8,10,0.0,0.0,7,3,6,7,5,6,12,12,8,10,7,6,12.0,10.0,12.0,10.0,15.0,8.0,2,5,1,0,5,2,0,1,3,0,0,3,http://www.khl.ru/game/309/46547/protocol/
635,04.01.2016,Медвешчак,Йокерит,1:0 0:3 1:1,"Главные судьи: Константин Оленин, Александр Соин","Линейные судьи: Дмитрий Голяк, Александр Садовников",Тренер: Горди Дуайер,Тренер: Эркка Вестерлунд,22.0,20.0,12.0,23.0,28.0,10.0,11,12,7,13,18,6,0.0,0.0,5,7,5,2,1,3,4,2,6,2,3,5,11.0,11.0,12.0,14.0,9.0,13.0,9,10,2,1,10,9,1,2,2,1,1,2,http://www.khl.ru/game/309/46534/protocol/
638,06.01.2016,Амур,Салават Юлаев,1:1 3:2 0:1 1:0,"Главные судьи: Алексей Белов, Виктор Гашилов","Линейные судьи: Иван Назаров, Дмитрий Сивов",Тренер: Андрей Николишин,Тренер: Игорь Захаркин,17.0,19.0,27.0,20.0,16.0,17.0,12,14,18,16,13,11,1,1,1,1,3,4,4,0,8,6,4,3,7,3,11.0,10.0,13.0,14.0,11.0,12.0,4,5,3,2,5,4,2,3,2,1,1,2,http://www.khl.ru/game/309/46537/protocol/
634,04.01.2016,Динамо Р,Слован,0:1 1:0 0:0 0:0 0:1,"Главные судьи: Вячеслав Буланов, Максим Сидоренко","Линейные судьи: Станислав Раминг, Яков Палей",Тренер: Кари Хейккиля,Тренер: Милош Ржига,21.0,13.0,12.0,22.0,11.0,21.0,8,8,5,12,7,10,2,5,3,7,4,3,2,2,10,6,3,3,4,2,9.0,5.0,8.0,13.0,8.0,12.0,2,2,0,0,2,2,0,0,1,1,1,1,http://www.khl.ru/game/309/46533/protocol/
641,06.01.2016,Сибирь,Нефтехимик,0:0 0:0 2:1,"Главные судьи: Сергей Гусев, Антонин Йерабек","Линейные судьи: Андрей Матюша, Сергей Мисюрь",Тренер: Андрей Скабелка,Тренер: Владимир Крикунов,14.0,20.0,27.0,12.0,22.0,10.0,7,10,13,4,16,7,0.0,0.0,6,4,5,9,2,2,5,6,7,4,3,10,6.0,14.0,12.0,12.0,13.0,8.0,3,3,0,0,3,3,0,0,2,1,1,2,http://www.khl.ru/game/309/46540/protocol/
637,05.01.2016,Барыс,Автомобилист,0:2 2:0 2:1,"Главные судьи: Владимир Букин, Павел Комаров","Линейные судьи: Торнике Кучава, Никита Новиков",Тренер: Андрей Назаров,Тренер: Андрей Разин,20.0,15.0,17.0,10.0,21,12,13,8,8,9,11,10,0.0,0.0,6,3,1,4,2,7,4,5,5,5,5,6,13.0,10.0,5.0,9.0,18,10,1,4,1,1,4,1,1,1,3,2,2,3,http://www.khl.ru/game/309/46536/protocol/
636,05.01.2016,Авангард,Югра,1:0 0:0 0:1 0:1,"Главные судьи: Яков Деев, Павел Овчинников","Линейные судьи: Алексей Михель, Евгений Стрельцов",Тренер: Евгений Корноухов,Тренер: Павел Езовских,38.0,6.0,7.0,20.0,17.0,19.0,20,2,2,10,10,11,0,1,2,8,2,3,2,4,0,9,3,4,2,1,16.0,6.0,6.0,13.0,15.0,7.0,3,4,0,0,4,3,0,0,1,1,1,1,http://www.khl.ru/game/309/46535/protocol/
639,06.01.2016,Адмирал,Металлург Мг,1:0 1:0 0:0,"Главные судьи: Роман Гофман, Евгений Гамалей","Линейные судьи: Алексей Медведев, Роман Шиханов",Тренер: Александр Андриевский,Тренер: Илья Воробьёв,30.0,15.0,17.0,13.0,12.0,21.0,19,6,10,9,6,7,0.0,0.0,5,5,1,1,7,2,9,7,3,3,5,4,12.0,15.0,16.0,7.0,8.0,9.0,7,5,1,0,5,7,0,1,1,0,0,1,http://www.khl.ru/game/309/46538/protocol/
640,06.01.2016,Металлург Нк,Трактор,1:1 0:0 1:2,"Главные судьи: Вячеслав Буланов, Алексей Васильев","Линейные судьи: Пётр Алёшин, Юрий Иванов",Тренер: Николай Соловьёв,Тренер: Анвар Гатиятулин,13.0,31.0,17.0,25.0,29.0,15.0,7,18,9,15,14,8,0.0,0.0,9,4,2,2,4,6,4,8,8,5,2,3,11.0,15.0,10.0,8.0,11.0,9.0,5,4,1,0,4,5,0,1,2,2,2,2,http://www.khl.ru/game/309/46539/protocol/
628,04.01.2016,Сибирь,Трактор,0:0 1:1 2:0,"Главные судьи: Виктор Гашилов, Юрий Оскирко","Линейные судьи: Алексей Михель, Евгений Стрельцов",Тренер: Андрей Скабелка,Тренер: Анвар Гатиятулин,23.0,17.0,16.0,19.0,16.0,19.0,9,7,11,8,10,14,0.0,0.0,3,6,4,4,3,3,10,9,7,6,3,7,10.0,6.0,7.0,9.0,8.0,15.0,4,3,1,0,3,4,0,1,2,1,1,2,http://www.khl.ru/game/309/46527/protocol/
633,04.01.2016,ЦСКА,ХК Сочи,0:0 1:1 0:1,"Главные судьи: Антти Боман, Денис Наумов","Линейные судьи: Дмитрий Головлёв, Глеб Лазарев",Тренер: Дмитрий Квартальнов,Тренер: Вячеслав Буцаев,22.0,17.0,27.0,28.0,17.0,23.0,10,9,17,9,10,12,0.0,0.0,6,8,7,7,6,4,5,6,6,4,6,0,6.0,7.0,12.0,11.0,15.0,10.0,2,1,1,0,1,2,0,1,1,0,0,1,http://www.khl.ru/game/309/46531/protocol/
629,04.01.2016,Северсталь,Локомотив,1:0 0:2 0:0,"Главные судьи: Рафаэль Кадыров, Антон Лаврентьев","Линейные судьи: Александр Нестеров, Дмитрий Шишло",Тренер: Дмитрий Юшкевич,Тренер: Алексей Кудашов,9.0,13.0,15.0,18.0,12.0,18.0,3,6,10,14,4,7,0.0,0.0,5,4,3,3,4,6,6,6,1,4,1,2,12.0,7.0,7.0,6.0,4.0,13.0,4,3,1,0,3,4,0,1,1,1,1,1,http://www.khl.ru/game/309/46528/protocol/
630,04.01.2016,Динамо Мн,Ак Барс,1:1 1:2 0:1,"Главные судьи: Евгений Гамалей, Анатолий Захаров","Линейные судьи: Алексей Майтак, Евгений Пронских",Тренер: Андрей Ковалёв,Тренер: Зинэтула Билялетдинов,14.0,16.0,15.0,22.0,14.0,15.0,11,9,11,10,8,8,0.0,0.0,2,1,4,1,3,3,5,3,2,3,2,3,9.0,2.0,7.0,8.0,11.0,8.0,3,3,1,1,3,3,1,1,3,1,1,3,http://www.khl.ru/game/309/46529/protocol/
626,04.01.2016,Адмирал,Салават Юлаев,0:3 1:0 1:1,"Главные судьи: Роман Гофман, Роман Щенёв","Линейные судьи: Алексей Медведев, Роман Шиханов",Тренер: Александр Андриевский,Тренер: Игорь Захаркин,18.0,21.0,23.0,8.0,25.0,10.0,7,19,12,5,17,6,0.0,0.0,0,5,3,5,1,2,4,2,5,0,1,0,12.0,11.0,10.0,12.0,14.0,11.0,7,8,1,1,8,7,1,1,2,1,1,2,http://www.khl.ru/game/309/46525/protocol/
632,04.01.2016,Торпедо,Лада,2:0 2:0 0:0,"Главные судьи: Денис Бондарь, Владислав Киселёв","Линейные судьи: Виктор Томилов, Дмитрий Парфёнов",Тренер: Петерис Скудра,Тренер: Артис Аболс,22.0,8.0,19.0,7.0,8.0,16.0,11,2,9,6,3,7,0.0,0.0,3,4,3,4,1,1,3,2,0,5,2,4,11.0,6.0,13.0,8.0,4.0,7.0,5,3,1,0,3,5,0,1,3,0,0,3,http://www.khl.ru/game/309/46532/protocol/
631,04.01.2016,Динамо Мск,СКА,1:1 2:0 2:0,"Главные судьи: Антонин Йерабек, Алексей Раводин","Линейные судьи: Александр Захаренков, Сергей Шелянин",Тренер: Сергей Орешкин,Тренер: Сергей Зубов,25.0,18.0,15.0,23.0,9.0,28.0,10,11,8,7,5,13,0.0,0.0,3,4,11,4,9,2,10,4,2,5,7,4,13.0,12.0,9.0,13.0,10.0,9.0,5,4,1,0,4,5,0,1,3,1,1,3,http://www.khl.ru/game/309/46530/protocol/
627,04.01.2016,Металлург Нк,Нефтехимик,0:0 1:0 0:1 0:1,"Главные судьи: Сергей Беляев, Эдуард Ибатулин","Линейные судьи: Никита Вилюгин, Никита Шалагин",Тренер: Николай Соловьёв,Тренер: Владимир Крикунов,18.0,9.0,11.0,28.0,15.0,23.0,8,5,7,18,8,9,0,1,2,5,3,2,6,2,4,9,4,1,8,2,8.0,7.0,10.0,15.0,8.0,11.0,6,4,0,0,4,6,0,0,1,1,1,1,http://www.khl.ru/game/309/46526/protocol/
618,29.12.2015,Ак Барс,Амур,1:0 0:0 0:0,"Главные судьи: Павел Комаров, Артур Кулёв","Линейные судьи: Максим Берсенёв, Евгений Юдин",Тренер: Зинэтула Билялетдинов,Тренер: Андрей Николишин,22.0,15.0,19.0,15.0,16.0,12.0,15,9,9,11,12,4,0.0,0.0,3,2,3,4,4,1,6,3,2,7,5,5,10.0,7.0,12.0,10.0,9.0,4.0,4,4,0,0,4,4,0,0,1,0,0,1,http://www.khl.ru/game/309/46517/protocol/
625,04.01.2016,Амур,Металлург Мг,0:0 0:1 0:0,"Главные судьи: Алексей Белов, Сергей Гусев","Линейные судьи: Иван Назаров, Дмитрий Сивов",Тренер: Андрей Николишин,Тренер: Илья Воробьёв,21.0,23.0,15.0,21.0,9.0,15.0,16,14,11,15,6,9,0.0,0.0,4,0,4,2,2,1,9,5,3,7,7,2,9.0,6.0,8.0,8.0,4.0,8.0,5,5,0,0,5,5,0,0,0,0,0,0,http://www.khl.ru/game/309/46524/protocol/
622,30.12.2015,Нефтехимик,Медвешчак,1:0 1:2 0:2,"Главные судьи: Виктор Гашилов, Владимир Букин","Линейные судьи: Александр Садовников, Дмитрий Сивов",Тренер: Владимир Крикунов,Тренер: Горди Дуайер,13.0,19.0,24.0,21.0,24.0,23.0,7,12,16,12,15,13,0.0,0.0,3,2,8,4,4,5,11,5,5,1,7,5,13.0,11.0,13.0,11.0,15.0,16.0,5,2,1,0,2,5,0,1,3,1,1,3,http://www.khl.ru/game/309/46521/protocol/
619,29.12.2015,Локомотив,Металлург Нк,1:1 1:1 1:0,"Главные судьи: Павел Овчинников, Юрий Цыплаков","Линейные судьи: Никита Шалагин, Дмитрий Шишло",Тренер: Алексей Кудашов,Тренер: Николай Соловьёв,18.0,7.0,19.0,14.0,13.0,10.0,16,3,10,8,4,6,0.0,0.0,3,2,4,5,3,4,9,7,6,1,7,4,13.0,5.0,12.0,6.0,14.0,6.0,4,3,1,0,3,4,0,1,2,2,2,2,http://www.khl.ru/game/309/46519/protocol/
624,30.12.2015,Витязь,Спартак,2:2 1:2 0:2,"Главные судьи: Яков Деев, Константин Оленин","Линейные судьи: Алексей Медведев, Иван Назаров",Тренер: Равиль Якубов,Тренер: Герман Титов,14.0,13.0,8.0,29.0,13.0,15.0,10,6,6,18,7,12,0.0,0.0,2,3,6,0,3,3,8,8,7,7,3,6,7.0,13.0,12.0,10.0,6.0,12.0,3,3,1,1,3,3,1,1,4,2,2,4,http://www.khl.ru/game/309/46523/protocol/
623,03.01.2016,Барыс,Югра,1:1 0:1 1:0 0:0 1:0,"Главные судьи: Владимир Букин, Юрий Цыплаков","Линейные судьи: Торнике Кучава, Никита Новиков",Тренер: Андрей Назаров,Тренер: Павел Езовских,23.0,12.0,24.0,16.0,23.0,13.0,12,10,16,10,11,10,4,1,1,4,5,2,1,4,6,9,2,1,0,5,11.0,7.0,14.0,12.0,11.0,9.0,3,6,1,0,6,3,0,1,2,1,1,2,http://www.khl.ru/game/309/46522/protocol/
621,30.12.2015,Трактор,Слован,1:1 0:0 0:0 0:0 0:1,"Главные судьи: Ильдар Сафиуллов, Роман Гофман","Линейные судьи: Дмитрий Парфёнов, Станислав Раминг",Тренер: Анвар Гатиятулин,Тренер: Милош Ржига,11.0,26.0,29.0,7.0,11.0,25.0,5,12,18,3,4,15,3,3,9,4,1,5,4,2,7,3,6,6,5,4,6.0,18.0,9.0,7.0,5.0,10.0,6,5,1,0,5,6,0,1,0,1,1,0,http://www.khl.ru/game/309/46520/protocol/
620,29.12.2015,ХК Сочи,Сибирь,2:1 0:1 1:0,"Главные судьи: Яков Деев, Анатолий Захаров","Линейные судьи: Дмитрий Головлёв, Роман Шиханов",Тренер: Вячеслав Буцаев,Тренер: Андрей Скабелка,16.0,17.0,22.0,20.0,20.0,10.0,8,10,9,10,11,9,0.0,0.0,3,3,4,9,0,6,3,1,4,4,2,4,9.0,9.0,13.0,8.0,5.0,10.0,10,6,2,0,6,10,0,2,1,1,1,1,http://www.khl.ru/game/309/46518/protocol/
612,28.12.2015,Нефтехимик,Слован,0:0 0:0 0:0 0:0 0:1,"Главные судьи: Владислав Киселёв, Алексей Раводин","Линейные судьи: Алексей Медведев, Сергей Шелянин",Тренер: Владимир Крикунов,Тренер: Милош Ржига,22.0,28.0,17.0,20.0,18.0,24.0,14,15,8,13,5,12,0.0,0.0,11,4,4,3,7,4,4,8,7,2,4,6,10.0,16.0,7.0,16.0,12.0,9.0,3,7,0,0,7,3,0,0,0,0,0,0,http://www.khl.ru/game/309/46511/protocol/
614,28.12.2015,Динамо Р,Торпедо,0:2 0:0 1:2,"Главные судьи: Вячеслав Буланов, Михаил Бутурлин","Линейные судьи: Дмитрий Голяк, Иван Сазонов",Тренер: Кари Хейккиля,Тренер: Петерис Скудра,10.0,17.0,14.0,17.0,23.0,13.0,7,8,7,8,15,9,0.0,0.0,3,3,4,3,2,1,6,6,9,3,5,5,5.0,5.0,12.0,10.0,7.0,11.0,4,4,1,0,4,4,0,1,2,1,1,2,http://www.khl.ru/game/309/46513/protocol/
610,28.12.2015,Салават Юлаев,Витязь,0:0 2:0 1:0,"Главные судьи: Владимир Букин, Максим Сидоренко","Линейные судьи: Алексей Михель, Евгений Стрельцов",Тренер: Игорь Захаркин,Тренер: Равиль Якубов,23.0,18.0,17.0,15.0,16.0,19.0,12,14,9,8,7,10,0.0,0.0,4,5,6,4,3,4,3,4,4,6,7,4,15.0,4.0,11.0,7.0,8.0,9.0,4,3,0,0,3,4,0,0,2,0,0,2,http://www.khl.ru/game/309/46510/protocol/
616,29.12.2015,Барыс,ЦСКА,2:0 1:2 1:1,"Главные судьи: Юрий Оскирко, Александр Сергеев","Линейные судьи: Константин Горденко, Виктор Томилов",Тренер: Андрей Назаров,Тренер: Дмитрий Квартальнов,16.0,21.0,12.0,28.0,11.0,31.0,12,13,7,14,6,16,0.0,0.0,4,1,6,5,7,0,6,3,7,5,5,3,9.0,15.0,11.0,9.0,16.0,16.0,7,6,2,0,6,7,0,2,2,3,3,2,http://www.khl.ru/game/309/46514/protocol/
